review,rating
OK sip,5
mantap aplikasinya,5
"Bermanfaat, terutama waktu salat dan arah kiblat.",5
Sangat berguna dan membantu,5
keren,5
"kenapa ko jadi banyak iklan, sangat mengganggu",3
saya sangat membutuhkan waktu untuk awal Adzan...,1
Dengan APLIKASI MUSLIM PRO kita bisa melihat dengan jelas tiba WAKTUNYA SHOLAT Terimakasih MUSLIM PRO AL-QUR'AN YA,5
Alhamdulillah terbantu banget dengan muslim pro krna dinegara Taiwan mayoritas non muslim dan minoritas Islam dgn muslim pro ibadah jadi mudah untuk melihat jadwal waktu ibadah dan membaca Qur'an semoga slalu Istiqomah insyaallah 🤲,5
alhamdulillah,5
"saya tidak akan memberikan ulasan yang detail, saya menghargai yang bikin aplikasi ini dengan bintang 🌟🌟🌟🌟🌟. soal ketidak nyamanan dengan iklan itu soal yang lain, urusan pribadi masing-masing,mau dipakai atau tidak itu hak anda,salam satu akidah wassalamu'alaikum warahmatullahi wabarakatuh.",5
"bermanfaat sekali, saya semenjak memakai aplikasi muslim pro jadi gampang mengingat waktu solat dan membaca Al Qur'an serta do'a do'a",5
oke,5
oke banget komit aplikasinya,5
"pakai aplikasi ini uda bertahun2 tapi setelah d update ke yg baru malah berubah dan lebih nyaman yg lama, yg lama tampilan sholatnya di depan gak harus buka waktu sholat dulu, terus waktunya yg sekarang malah lebih waktu sholatnya ada yg lebih 4menit dr waktu sholat, dan iklannya minta ampun jadi sekarang ku uinstal cari yg lain aja",3
mohon maaf . kenapa adzan di hp saya tidak full . maksud cuma sampai takbir nya saja setelah itu langsung berhenti. tolong di bantu . terimakasih,5
"ya sudah saya hapus saja ulasan saya, tapi tolong setiap huruf dalam al quran aplikasi anda, harokatnya harus sesuai, mindzaalika tetap mindzaalika, (pake kasroh), jangan dirubah menjadi mandzaalika (fatah). jelas jelas menjadi lari dari makna sebenarnya, bacaannya pun menjadi berubah",1
"adzannya kadang bunyi kadang tidak, lebih sering tidak jadi ga guna padahal download ini supaya adzan kedengeran kalau lagi jauh dari masjid",3
Setiap Jadwal Sholat.. Selalu pakai Muslim Pto dimanapun berada,5
Ok,5
masya allah aplikasinya kumplit banget sampe ada zikir harian juga wajib dowlod ni bermangfaat bangettt👍,5
"apk yg sangat berguna di dunia maupun di akhirat, semoga developer bisa terus beramal",5
bagus dan baik digunakan secara tepat waktunya shalat,5
"iklan nya banyak banget dan ganggu,terkadang mau lihat waktu sholat nunggu iklan sampe 2 menit,baca qur'an tetiba ilang gara gara muncul iklan",1
ok,5
very good,5
"saya baru mencobanya, saya pakai dulu dalam tiga hari kalaw tidak ada kendala bintang saya kasih 5 & setelah saya mencobanya saya sangat puas keseluruhannya,terimakasih banyak atas jasa anda semoga berkah menyertai anda,saya minta ridha memakai apk ini semoga bermanfa'at...amiiin",5
bismillah istiqomah,5
sempurna,5
keren,4
Syukur Alhamdullilah membantu waktunya sholat dan Syahur cukup lah menggigatkan kita Amiin,4
kebanyakan iklan .. semakin lama sangat buruk .. kalau seperti ini terus ganti aplikasi lain lebih baik,1
mantap lah,5
"Aplikasinya bagus cuman bulan kemarin udah langgananan 1 tahun premium, tapi belum genap 1 bulan udah ilang aja langganannya (disuruh beli lagi + iklan nongol terus)",3
ya the best,5
Bismillah sangat membantu,5
sangat berguna,5
"sudah lama pakai app ini, bagus, tp sejak ada fitur qolbox, pengguna yang sudah dijanjikan fitur lifetime tanpa iklan, justru di banjiri iklan, saran sesama pengguna, kalau sudah puas dengan fitur yg ada, dan lifetime aktif tanpa iklan, g usah update lagi supaya tidak di jejali iklan saat buka app ( padahal g buka qolboxnya)",3
"aplikasinya bagus banget,banyak iklannya",1
Sangat membantu sekali.. Superr sekali,5
"Ma Shaa ALLAH, Tabarakallah. aplikasi yg bisa membantu, dan mendekatkan sy dan keluarga kepada surganya ALLAH azza wa jalla. Aamiin ya robbal'alamiin 🤲",5
bagus sekali kalian wajib donwload ini,5
good,5
barokallah..,5
aplikasinya sangat bagus dan berguna saya sangat suka tapi tolong iklannya dikurang sedikit tiap masuk selalu ada iklan dan disuruh premium terus,4
penanda Alqurannya gaada,1
"sangat tidak dirokemndasikan, aplikasi ini banyak iklan. mau ibadah saja harus nonton iklan dulu wkwkw",1
👍,5
"admin kok sekarang tanda baca akhir bacaannya engga ada yang 🔵 warna hijau. seblum di update ada sekarang jdi engga ada kan susah cari ayat terakhir bacaan, maaf ga bintang 5 klu blum di benerin😔",4
ini kenapa di google play langganan sy jalan dan sdh bayar tp di aplikasi masih belum dianggap premium??? whyyy,2
suara adzan tidak berbunyi di samsung s25 ultra padahal semua izin sudah diberikan,5
berguna bikin aku tau waktu,5
terbaik,5
banyak kali iklan nyaaaa😒😒,2
"iklannya benar benar menjengkelkan... makin kesini makin parah lama lama.. yang punya aplikasi bukan cari amal kayaknya, tapi udah cari ke untungan dunia ini...",1
"kompas nya butut, g bisa dipake",2
sangat bagus untuk belajar mengaji,5
banyaaakk banget iklannya tapi aneh dbayar langganan malah ga bisa dgunakan katanya matikan perangkat hp lama....hp lamany udah terjual gmn matiinny,1
great app,5
aplikasi suka eror tidak bisa di buka,3
"ada kebanyakan doa2 dan translasi dalam bahasa inggris, mgkn alangkah baiknya ada versi bahasa indonesia nya, fitur yg sering digunakan adalah penunjuk waktu salat dengan adzan nya",5
good,5
nice,5
Bagus,5
Membantu sekali,5
Belum ada masalah..cukup terbantu.,5
bagus banget,5
the best,5
Suara adzan subuh dan Magrib tidak terdengar tidak muncul,1
kebanyakan iklan,1
byk iklan,2
MEMOTIVISIKAN AKU YA ALLAH DENGAN PERJUANGAN NABI MUHAMMAD SAW🤲,5
"assalamu'alaikum kak, mohon kembalikan saldo uang sayaa yang ke potong otomatis padahal jarang memakai aplikasi nya sebesar Rp 65.490 !!! , saya sudah hub pihak developer belum di jawab jawab",1
aplikasi ini sangat membantu dimanapun anda berada seperti PD saat umroh kemarin,5
saya sudah membeli premium tapi tidak bisa...,1
👍👍👍👍,5
Sangat membantu sebagai muslim 🙏,5
good,5
alhamdulillah,5
"sangat membantu saya ,terutama waktu solat.",5
mantap,5
assalamualaikum,5
bagus,5
ok,5
sangat membantu dalam perencanaan ibadah...semoga pembuat aplikasi ini selalu ada dalam keberkahan dan ridho ALLAH...aamiin allahuma aamiin,5
"good aplikasi, yg paling mudah untuk segala aktifitas ibadah...👍",5
siiip....,5
bagus,5
Ok banget....😍😍😍,5
subhanallah,5
"tolol, banyak iklan. makin dipersulit aja ni.",1
"saya sudah berlangganan pertahun, tp kenapa kalau habis update suara bacaan di Al Qur'an harus selalu d download lg",5
bagus buat anak-anak,5
ADZAN TETAP BERKUMANDANG SETIAP WAKTU SHOLAT .AMINN,5
iklahnnya parah,1
Alhamdulillah alarm adzan berfungsi dg baik👍,5
kebanyakan iklan,1
allah love nabi,5
"skrg muslim pro nyari duit bgt, buka aplikasi ini mau liat arah kiblat aja harus nonton iklan 1 sampe 3 kali iklan, belum lagi kalau mau ke menu yang lain. haduhhh keburu males. iklan gpp, tapi ya disortir juga konten iklannya, dan juga jangan dikit-dikit iklan, ke menu ini liat iklan, ke menu itu liat iklan. kan jadi males. hal-hal kayak gini bisa bikin pengguna beralih ke aplikasi lain.",1
"Sebenarnya sdh bagus cuman iklannya yg menganggu dan doa""nya ditambah lg ya",5
kalibrasi kiblat susah amat,1
🙏,5
"Alhamdulillah, mantap 👍👍👍",5
aplikasi muslim terbaik,5
aplikasi ini sangat membantu untuk kita yang jarang bisa membaca Al Qur'an secara langsung rekomen banget karena ada doa doa sehari hari dan bisa buat menghafal pokok nya sangat keren dan membantu,5
ini cocok banget sama orang/anak yang belum lancar Al-Qur'an contohnya aku dan adik ku🤗🤗,5
saya suka aplikasi Muslim pro ini,5
"iklanya naudzubillah ,bentar² pembaruan",1
bagus,5
"iklan banyak banget, mau liat azan doang harus liat iklan banyak banget",1
"buka sekali iklan, buka jadwal shalat iklan lagi. memang saya pakai gratisan tapi kayanya dulu ga seperti ini deh aplikasi nya. 🙏",2
terlalu banyak iklan tak senonoh,1
Alhamdulillah,5
"assalamu'alaikum, aplikasi yang sangat bermanfaat untuk umat muslim, tapi tolong diperbaiki pada tampilan surah al-mulk ayat 16 tulisan ""bikumul ardho"" terpotong, Terima kasih",4
nice,5
aku saranin MB nya murah dan ini juga bisa untuk orang kalo mau sahur atau apa gitu,5
aplikasi yang baik dan bagus buat bangunin kita sahur,5
tidak suport,2
terlalu komersial banyak banget iklan,2
"Aplikasinya sangat membantu, namun kenapa setelah di update ke versi 16.11 fitur penanda di Al-qurannya menjadi tidak muncul. saya menjadi kesulitan mencari dinama letak terkahir bacaan Alquran saya. Tolong di perbaiki segera",5
ini aplikasi untuk ibadah atau untuk iklan?,1
mantap tapi tiap buka minta update,5
bikin kesel dikit dikit iklan,1
iklaaan teroossszsss,1
terlalu banyak iklan.,1
Aplikasi bagus tapi iklan terlalu banyak dan ada iklan yang seharusnya tidak ditampilkan karena tidak senonoh,3
Sangat membantu pas lagi nunggu buka puasa,5
sangat manfaat bagi orang islam,5
ok,5
aplikasi yg bagus sangat cocok untuk saya,5
antap,5
Baik banget Agama Islam Baik Bagus gue agama islam dan agama kristen juga baik bagus massyaallahu yaallahu...🙂😇😎 #Pachinko Ijong Indo Pajarss.. #Mbahari A7:) priokpride #Y Gen PriokPride #Asbokulss..😇😎🙂,5
Assalamualaikum warahmatullahi wabarakatuh Apakah aplikasi Alqur'an nya tidak bisa scroll otomatis?,4
❤️❤️❤️❤️,5
BarokALLOH,5
verry good,5
al quran nya jelek susah banget dibaca,1
"sangat membantu, kita jadi lebih tepat waktu saat sholat lima waktu, karena ada pengingat (alaram). dan banyak serta lengkap surat-surat Al-Qur'an nya, kita juga bisa mendengarkan suara ngaji merdu dari ulama Arab terkenal. kita juga bisa menghafalkan surat-surat Dengan mudah👍👍👍",5
ampuun iklannya banyak banget...mau liat jadwal shokat aja semakin ribet dan bikin emosi sepertinya sdh waktunya utk di unistall nich aplikasi,3
"kebanyakan iklan, kurangi iklan,",2
iklan yg sangat mengganggu (berlebihan),1
"assalamualaikum, sekedar saran, kalau bisa tolong buatkan kami widget kalender Arabic agar kami bisa dengan mudah melihat kalender muslim",5
"sudah langganan pun gak bisa lihat waktu sholat di lokasi kecamatan lain selain di lokasi kita sendiri.. hanya dapat melihat waktu sholat di kecamatan kita sendiri.. tidak hanya itu, aplikasi ini hanya dapat melihat waktu sholat di bulan berjalan saja.. tidak dapat melihat waktu sholat di bulan lainnya, baik bulan sebelumnya maupun bulan sesudahnya..",1
aplikasi ini membantu saat mau shalat,5
"sudah bayar agar tak ada iklan, tapi masih ada juga 😂",4
Terlalu banyak iklan,2
sangat bagus dan mantabbbb..,5
untuk mengaji dan tadarusan sangat bagus.,5
"padahal sudah upgrade premium, setiap membuka menu alquran tiba² keluar sendiri dari aplikasi. mau baca alquran saja harus ribet.",1
kebanyakan iklan,3
"iklan nya banyak banget🤦🏻‍♀️ cuma mau liat waktu imsak aja,, harus lewatin iklan 2 - 3x 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ keburu subuh nanty☹️☹️",1
"aplikasinya sangat bermanfaat, namun sekarang iklannya masyaallah banyak sekali, mudah-mudahan bisa seperti dulu aja, iklannya ga seberapa untuk yang akun free, takutnya banyak pengguna yang berpindah ke apk lain, mohon pertimbangannya lagi ... lebih baik frek iklannya seperti dulu namun banyak pengguna, daripada frek iklannya banyak namun penggunaannya menurun 🙏",3
ok,5
sangat keran,5
alhamdulillah setelah saya jadi rajin sholat😊,5
Sangat bagus semoga bermanfaat,5
APLIKASI MENJENGKELKAN. BANYAK SEKALI IKLAN DAN SERING MINTA UPDATE!!,1
"sekian lama memakai ini,al hasil perhari ini tanggal ini saya putus kan untuk meng unnistal apk nya,keluhan terlalu sering ubdate terus seponsor yg tidak beraturan membuat tidak nyaman",3
"Aplikasi Muslim Pro ini hampir sama tampilannya dg Versi pendahulunya tetapi yg Pro lebih lengkap fiturnya,lebih banyak fitur-fitur terkait, seperti penghitungan Zakat sertaendukung peningkatan bahan pengetahuan Islam yg tidak ada pada aplikasi Al-Qur'an lainnya yg perlu disempurnakan pemberitahuan tanda pada batas Ahir yg sudah dibaca serta pencarian kembali halaman yg sudah diberi tanda.",5
cupu ah udah pernah bayar anti iklan tetep aja ada yaudahlah yang namanya bisnis its bisnis shodakoh aja dah LoL,5
iklannya bukan main... jatuhnya ini aplikasi iklan. kocak!,1
bagus,5
"eh sebenernya aku download ini apl buat dengerin adzan sama ngingetin waktu shalat tp kok pas waktu adzan selelu aja ada notif lain maksud nya apa coba, kalo nggak ada notif notif kek gitu ma fiks *5",3
"lumayan lah keno nggo athul2, benengerti wayae sholat Iyo to lurrrt",4
"punten iklannya tolong di kurangi masa udah upgrade ke premium masih ada aja iklannya, untuk fitur bagus maksih semangat buat memperbaiki aplikasinya lagi🙏🙏",5
"tolong lah iklannya jgn sering2 muncul pas mau klik ini itu, mana muncul 1 menit 🥲 dlu aplikasinya oke bgt skrg ga dulu",1
"Aplikasi bermanfaat, tpi iklannya tdk disaring. Iklan2 tidak senono muncul diaplikasi islami. kurang pantas. mohon utk disaring kembali.",2
aku kasih bintang lima aja karna saya muslim,5
sangat membantu mengetahui jadwal-jadwal,5
mudah dan menyenangkan,5
bagus apk nya terimaksihh,5
semoga kita semua bisa bertemu di surga amin.,5
"Lucu banget, udah beli premium malah tiba tiba gabisa dipake dengan keterangan lebih dari satu perangkat. padahal HP cuma 1 dan akun juga ga di pake dimana mana. aneh banget. saya sudah bayar loh",3
Sangat membantu dan manfaatnya banyak sekali,5
"iklan nyaa aduhaiii gak kira""",1
Tingkatkan terus,5
"Aplikasi sangat bermanfaat, tapi arah kiblat sering berubah-ubah pada tempat posisi yang sama,",5
Aplikasinya bagus 👍,5
bagus,5
good app put i need no adds,4
suka sekali sholat sampai umroh,5
"Masya Allah, aplikasi ini sangat membantu. dengan berbagai do'a² yg amat lengkap, aku kasih b 5💐 karena ini bener bener bagus. tapi ada yg bikin agak kesel sedikit yaitu iklan nya, dan tawaran premium, jadi tolong buat developer nya tolong kurangin tawaran nya ya tapi gpp. ini sudah cukup bagus buat kita semua, mulai dari doa, tasbih, doa kebahagian/kesulitan, dll. masih banyak doa doa atau dzikir. dan ada juga buat arah kiblat. pokoknya lengkap deh. jadi buat developer nya yg Semangatt ya💐🙏",5
Sangat bagus!,5
iklan nya ya allohhh...... maaf saya uninstall setelah pemakaian 3 thn lebih,1
sangat membantu,5
iklan nya Masya Allah menguras kesabaran..banyak bnget,3
Selamat tinggal .sekarang pilih adzan saja di batasi.setelah sekian lama uninstall install lagi ternyata sama aja .jam adzan nya ngaco.sudah on dari dulu .alesan mulu pakai clean master .ga punya aku aplikasi itu,1
Ya Allah tuntun aku ke jalan yang lebih baik di dunia maupun diakhirat,5
sebenar nya bermanfaat tapi telalu banyak iklan dan ada yang di kunci kolo kita mau buka kita harus berteman dulu ini mau nuntut ilmu apa berteman sih,3
mudah penggunaannya dan aplikasi bikin pinter juga banyak ilmu dsni,5
bagus banget,5
one of the best apps for moslem,5
masyaallah,5
masyaallah tabarakallah,5
tingkatkan terus,5
sangat menyenangkan,5
Semoga tajwid²nya lebih jelas untuk org² yg baru belajar makhraj,5
sekarang jadi kebanyakan iklan nya,1
"RIBET BANYAK IKLAN, GA RECOMENDASI",1
saran saya sebaiknya di program ulang ini aplikasinya soalnya masih ada sebagian dari ayat nya yang masih kurang tepat penempatan harakatnya terima kasih,3
lengkap dan sangat rekomend utk jadwal sholat dan baca2 alquran,5
alhamdulillah sangat membantu,5
mengerjakan sunnah islam,5
semoga berkah,5
aplikasinya sangat bagus,5
fitur nya makin gajelas ni aplikasi,1
saya sangat kurang puas dengan aplikasi ini karna banyak iklan yang ada di dalamnya,1
MasyaAllah,5
gajelas bnyk iklan,1
bagus,5
good,5
Alhamdulillah bagus aplikasinya,5
aplikasi apa nih udah beli yang premium tp masih susah makenya bentar bentar bayar upgrade sana sini tp belum puas,1
"Kurangi iklannya, astagfirullah.",1
saya sudah berlangganan,5
semoga jadi amal jariyah amin,5
sangat membantu,5
"sudah lama saya pakai apk ini dan tak pernah ada kendala, tapi akhir² ini adzan sering tidak berfungsi, harus instal ulang dulu baru bisa otomatis adzan dan kejadian ini sudah beberapa kali terjadi",4
"makin hari makin parah iklan ny. iklan judol ny ada, aplikasi muslim ada iklan judol 🤦‍♂️🤦‍♂️🤦‍♂️",2
pengingat ibadah terbaik,5
"Iklannya ga ngotak makin banyak. Gratis sih gratis masa iya iklaan sebanyak itu, maruk banget. Maaf setelah pakai 3 tahun hrs sy unistall. Saatnya pindah apk sebelah yg lebih ramah.",3
Sangat bermanfaat,5
kebanyakan iklan... 👎,2
Alhamdulillah,5
sangat bagus buat kita yang lupa waktu sholat 5 waktu,5
butut banyak iklan kaya web ilegal aja,1
Saya suka sekali dengan aplikasi itu tetapi kenapa pas saya search aplikasi yang paling tidak berguna langsung ada tidak ada toleransinya sama sekali playstore,5
Tapi kurangi iklannya,5
"gak rekom lah aplikasi ini, terlalu banyak iklan nya👎👎👎",1
kebanyakan iklan :D,1
sangat bagus,5
kebanyakan iklan adzan ga sesuai buat nyetel murrotal juga gabisa2,2
Alhamdulillah..,5
bagus sekali,5
mantap,5
"aneh ini aplikasi, pas gak premium waktu adzan ga pernh telat. saat premium waktu adzan ga pernah bunyi. parah sih",1
ok mudah dan banyak pilihannya,5
mntap,5
Great app for muslim.👍❤️,5
love you,5
"Awal pake aplikasi ini oke banget, gak ada iklan, mudah digunakan, simple, tapi makin kesini iklan nya na'udzubillah, bentar² update, makin ribet. Tiap mau buka aplikasi harus matiin wifi dulu biar gak emosi liat iklan aneh².",2
bagus banget saya suka semua nya lengkap,5
Iyo Allah amin 🤲🥰 yang,1
Saya kurangi bintangnya Terlalu banyak iklan,1
sangat rekomend untuk mengingatkan waktu bagi yg ingin mendisiplinkan diri untuk memperbaiki sholat,5
"Sangat bagus, berlangganan murah, semoga berkah.. Ammiinn..",5
bagus dan lengkap,5
"Semoga memberi tambahan pencerahan hidup. kenapa kompas arah kiblat TDK bs jln. dulu2 bisa m normal semua, skg sy sdh ikut premium yg biasa 1thn. gimana nich mohon penjelasannya",4
bagus,5
"kata² iklan lu biasa aja dong, pake kata ga mampu segala bange",1
makin banyak iklan males,1
"semua yang saya butuhkan dalam beribadah, ada di muslim pro",5
tolong al qurannya diperbaiki bacaannya seringkali putus dan tanda bacanya banyak yg hilang ini penting banget untuk diperbaiki,3
"Aplikasinya bagus, tapi tolong kalau bisa tambahkan doa para nabi",4
👍,5
Bangus,5
